OrderNumber,OrderDate,OrderType,CustomerType,CustomerName,CustomerState,ProductCategory,ProductNumber,ProductName,Quantity,Price,Discount,OrderTotal,Region
1000173,13-Jan-20,Retail,Individual,Sergio Weber,Ohio,Sunflower,SF705,Suntastic Yellow,2,$684.00 ,$0.00 ,"$1,368.00 ",United States
1000174,13-Jan-20,Retail,Individual,Maurice Goel,Virginia,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1000175,13-Jan-20,Wholesale,Business,Melanie Rivera Inc.,California,Sunflower,SF307,Moulin Rouge,6,$499.00 ,$99.80 ,"$2,894.20 ",United States
1000176,13-Jan-20,Wholesale,Business,Xavier Bailey LLC,Connecticut,Rose,RS512,Hybrid Perpetual,8,$24.95 ,$4.99 ,$194.61 ,United States
1000177,13-Jan-20,Retail,Individual,Leah Zheng,Texas,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1000178,13-Jan-20,Wholesale,Business,Preston Raman Inc.,Georgia,Daisy,DS807,Osteospermum Daisy,15,$32.95 ,$6.59 ,$487.66 ,United States
1000179,13-Jan-20,Wholesale,Business,Erika Rubio Inc.,California,Rose,RS506,Heirloom Rose,7,$16.99 ,$3.40 ,$115.53 ,United States
1000180,14-Jan-20,Retail,Individual,Felicia Blanco,Delaware,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1000181,14-Jan-20,Retail,Individual,Roger Zhang,California,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1000182,14-Jan-20,Wholesale,Business,Dalton Parker Group,Nebraska,Daisy,DS813,English Daisy,5,$29.99 ,$6.00 ,$143.95 ,United States
1000183,14-Jan-20,Wholesale,Business,Tristan Henderson LLC,Tennessee,Daisy,DS809,Eastern Purple Coneflower,7,$42.99 ,$8.60 ,$292.33 ,United States
1000184,14-Jan-20,Wholesale,Business,Adrian Sanchez Technologies,California,Rose,RS502,Rosa Glauca,13,$24.95 ,$4.99 ,$319.36 ,United States
1000185,14-Jan-20,Wholesale,Business,Arturo Sun Inc.,New Mexico,Daisy,DS803,Curly Leaf Daisy,12,$29.99 ,$6.00 ,$353.88 ,United States
1000186,14-Jan-20,Retail,Individual,Jon Yang,North Carolina,Rose,RS506,Heirloom Rose,1,$16.99 ,$0.00 ,$16.99 ,United States
1000187,14-Jan-20,Wholesale,Business,Deanna Perez Group,Virginia,Rose,RS508,Ayrshire Rose,10,$15.50 ,$3.10 ,$151.90 ,United States
1000188,14-Jan-20,Retail,Individual,Dylan Wang,Ohio,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1000189,14-Jan-20,Wholesale,Business,Christine Nara Inc.,North Carolina,Rose,RS521,Hybrid Musk,7,$19.50 ,$3.90 ,$132.60 ,United States
1000190,14-Jan-20,Wholesale,Business,Beth Ortega Inc.,Ohio,Rose,RS509,Bourbon Rose,10,$19.99 ,$4.00 ,$195.90 ,United States
1000191,14-Jan-20,Wholesale,Business,Melinda Romero LLC,District of Columbia,Sunflower,SF306,Chianti,8,$250.00 ,$50.00 ,"$1,950.00 ",United States
1000192,14-Jan-20,Retail,Individual,Destiny Rogers,Oklahoma,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1000193,14-Jan-20,Wholesale,Business,Jerome Torres Inc.,California,Orchid,OC204,Cymbidium Orchid,82,$89.00 ,$17.80 ,"$7,280.20 ",United States
1000194,15-Jan-20,Wholesale,Business,Carson Perry Inc.,Pennsylvania,Sunflower,SF306,Chianti,7,$250.00 ,$50.00 ,"$1,700.00 ",United States
1000195,15-Jan-20,Wholesale,Business,Sebastian Sanchez Inc.,Nevada,Daisy,DS811,Ox-Eye Daisy,8,$27.50 ,$5.50 ,$214.50 ,United States
1000196,15-Jan-20,Wholesale,Business,Mindy Kumar Inc.,Virginia,Rose,RS501,Prairie Rose,5,$23.99 ,$4.80 ,$115.15 ,United States
1000197,15-Jan-20,Wholesale,Business,Brianna Hughes LLC,Louisiana,Rose,RS106,China Rose,3,$8.99 ,$1.80 ,$25.17 ,United States
1000198,15-Jan-20,Wholesale,Business,Arturo Sun Inc.,New Mexico,Daisy,DS809,Eastern Purple Coneflower,11,$42.99 ,$8.60 ,$464.29 ,United States
1000199,15-Jan-20,Wholesale,Business,Brandi Sanz SkyKites,Florida,Sunflower,SF306,Chianti,8,$250.00 ,$50.00 ,"$1,950.00 ",United States
1000200,15-Jan-20,Wholesale,Business,Sharon Salavaria LLC,Washington,Rose,RS104,Beach Rose,38,$4.99 ,$1.00 ,$188.62 ,United States
1000201,15-Jan-20,Wholesale,Business,Brooke Ramirez LLC,West Virginia,Rose,RS513,Tea Rose,8,$14.99 ,$3.00 ,$116.92 ,United States
1000202,15-Jan-20,Wholesale,Business,Omar Raje Inc.,Virginia,Rose,RS108,Panda Robot Blueprint,8,$7.99 ,$1.60 ,$62.32 ,United States
1000203,15-Jan-20,Retail,Individual,Bradley Jai,Texas,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1000204,15-Jan-20,Retail,Individual,Hailey Patterson,Pennsylvania,Orchid,OC602,Miltonia Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1000205,15-Jan-20,Wholesale,Business,Mandar Samant Inc.,California,Rose,RS514,Grandiflora,13,$23.99 ,$4.80 ,$307.07 ,United States
1000206,15-Jan-20,Wholesale,Business,Eugene Zhao LLC,Texas,Rose,RS105,Portland Rose,32,$12.00 ,$2.40 ,$381.60 ,United States
1000207,16-Jan-20,Retail,Individual,Noah Powell,Texas,Daisy,DS805,Barberton Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1000208,16-Jan-20,Wholesale,Business,Samantha Jenkins Innovations,New York,Orchid,OC204,Cymbidium Orchid,10,$89.00 ,$17.80 ,$872.20 ,United States
1000209,16-Jan-20,Wholesale,Business,Vanessa Russell LLC,California,Orchid,OC602,Miltonia Orchid,10,$189.00 ,$37.80 ,"$1,852.20 ",United States
1000210,16-Jan-20,Wholesale,Business,Ryan Perry LLC,Minnesota,Rose,RS502,Rosa Glauca,11,$24.95 ,$4.99 ,$269.46 ,United States
1000211,16-Jan-20,Retail,Individual,Rafael Tang,Texas,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1000212,17-Jan-20,Wholesale,Business,Kari Mehta LTD,Minnesota,Rose,RS505,Climbing Rose,12,$14.99 ,$3.00 ,$176.88 ,United States
1000213,17-Jan-20,Wholesale,Business,Alexandria Coleman LLC,Texas,Orchid,OC204,Cymbidium Orchid,9,$89.00 ,$17.80 ,$783.20 ,United States
1000214,17-Jan-20,Retail,Individual,Alexis Hayes,Hawaii,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1000215,17-Jan-20,Wholesale,Business,Mario She Group,Utah,Rose,RS508,Ayrshire Rose,8,$15.50 ,$3.10 ,$120.90 ,United States
1000216,17-Jan-20,Wholesale,Business,Jenny Nara Technologies,Utah,Rose,RS513,Tea Rose,5,$14.99 ,$3.00 ,$71.95 ,United States
1000217,17-Jan-20,Retail,Individual,Caleb Perez,Louisiana,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1000218,17-Jan-20,Retail,Individual,Haley Powell,Pennsylvania,Orchid,OC206,Dendrobium Orchid,1,$119.00 ,$0.00 ,$119.00 ,United States
1000219,17-Jan-20,Wholesale,Business,Jonathan Martinez Inc.,Kentucky,Rose,RS503,Multiflora Rose,3,$24.99 ,$5.00 ,$69.97 ,United States
1000220,17-Jan-20,Retail,Individual,Ana Perry,District of Columbia,Sunflower,SF306,Chianti,4,$250.00 ,$0.00 ,"$1,000.00 ",United States
1000221,17-Jan-20,Retail,Individual,Damien Chander,California,Sunflower,SF703,Russian Mammoth,1,$549.00 ,$0.00 ,$549.00 ,United States
1000222,17-Jan-20,Retail,Individual,Lucas Flores,New York,Sunflower,SF301,Little Becka,1,$399.00 ,$0.00 ,$399.00 ,United States
1000223,17-Jan-20,Wholesale,Business,Kathryn Chapman LLC,California,Rose,RS521,Hybrid Musk,10,$19.50 ,$3.90 ,$191.10 ,United States
1000224,17-Jan-20,Wholesale,Business,Ethan Anderson Group,New Hampshire,Daisy,DS809,Eastern Purple Coneflower,5,$42.99 ,$8.60 ,$206.35 ,United States
1000225,17-Jan-20,Retail,Individual,Anthony Davis,Alabama,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1000226,17-Jan-20,Wholesale,Business,Logan Hernandez PlusSport,Florida,Sunflower,SF707,Italian White,65,$599.00 ,$119.80 ,"$38,815.20 ",United States
1000227,18-Jan-20,Wholesale,Business,Tristan Henderson LLC,Tennessee,Rose,RS513,Tea Rose,4,$14.99 ,$3.00 ,$56.96 ,United States
1000228,18-Jan-20,Retail,Business,Ruth Madan Games,Massachusetts,Sunflower,SF306,Chianti,98,$250.00 ,$0.00 ,"$24,500.00 ",United States
1000229,18-Jan-20,Wholesale,Business,José Hernandez andSons,Washington,Rose,RS508,Ayrshire Rose,33,$15.50 ,$3.10 ,$508.40 ,United States
1000230,18-Jan-20,Wholesale,Business,Kevin Baker College,Virginia,Orchid,OC603,Paphiopedlium Orchid,8,$189.00 ,$37.80 ,"$1,474.20 ",United States
1000231,18-Jan-20,Wholesale,Business,Beth Ortega Inc.,Ohio,Orchid,OC204,Cymbidium Orchid,4,$89.00 ,$17.80 ,$338.20 ,United States
1000232,18-Jan-20,Wholesale,Business,Angela Henderson Inc.,Florida,Orchid,OC603,Paphiopedlium Orchid,8,$189.00 ,$37.80 ,"$1,474.20 ",United States
1000233,18-Jan-20,Retail,Individual,Ian Rodriguez,Virginia,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1000234,18-Jan-20,Retail,Individual,Spencer Russell,Tennessee,Orchid,OC206,Dendrobium Orchid,1,$119.00 ,$0.00 ,$119.00 ,United States
1000235,18-Jan-20,Wholesale,Business,Kimberly Rivera Inc.,New Hampshire,Rose,RS109,Floribunda,10,$10.99 ,$2.20 ,$107.70 ,United States
1000236,19-Jan-20,Wholesale,Business,Robyn Alvarez Educators,Ohio,Rose,RS108,Panda Robot Blueprint,5,$7.99 ,$1.60 ,$38.35 ,United States
1000237,19-Jan-20,Retail,Individual,Ethan Moore,West Virginia,Sunflower,SF704,Giant Sungold,1,$699.00 ,$0.00 ,$699.00 ,United States
1000238,19-Jan-20,Wholesale,Business,Chase Stewart LLC,Washington,Rose,RS521,Hybrid Musk,9,$19.50 ,$3.90 ,$171.60 ,United States
1000239,19-Jan-20,Retail,Individual,Michele Suarez,California,Orchid,OC204,Cymbidium Orchid,2,$89.00 ,$0.00 ,$178.00 ,United States
1000240,19-Jan-20,Retail,Individual,Dominique Malhotra,Arizona,Daisy,DS811,Ox-Eye Daisy,1,$27.50 ,$0.00 ,$27.50 ,United States
1000241,19-Jan-20,Retail,Individual,Sebastian Brooks,Texas,Orchid,OC603,Paphiopedlium Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1000242,19-Jan-20,Wholesale,Business,Angela Sanders Inc.,Georgia,Daisy,DS813,English Daisy,6,$29.99 ,$6.00 ,$173.94 ,United States
1000243,19-Jan-20,Wholesale,Business,Joseph Taylor Group,New York,Sunflower,SF303,Terracotta,7,$450.00 ,$90.00 ,"$3,060.00 ",United States
1000244,19-Jan-20,Retail,Individual,David Simmons,Michigan,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1000245,19-Jan-20,Wholesale,Business,Courtney Hernandez Inc.,Minnesota,Sunflower,SF703,Russian Mammoth,6,$549.00 ,$109.80 ,"$3,184.20 ",United States
1000246,19-Jan-20,Wholesale,Business,Marshall Sun andSons,Massachusetts,Rose,RS106,China Rose,13,$8.99 ,$1.80 ,$115.07 ,United States
1000247,19-Jan-20,Retail,Business,Dustin Deng LLC,Illinois,Rose,RS509,Bourbon Rose,4,$19.99 ,$0.00 ,$79.96 ,United States
1000248,19-Jan-20,Wholesale,Business,Carson Perry Inc.,Pennsylvania,Rose,RS514,Grandiflora,60,$23.99 ,$4.80 ,"$1,434.60 ",United States
1000249,19-Jan-20,Wholesale,Business,Jenny Nara Technologies,Utah,Daisy,DS803,Curly Leaf Daisy,37,$29.99 ,$6.00 ,"$1,103.63 ",United States
1000250,20-Jan-20,Wholesale,Business,Francisco Srini Inc.,Georgia,Orchid,OC202,Catasetum Orchid,77,$58.95 ,$11.79 ,"$4,527.36 ",United States
1000251,20-Jan-20,Wholesale,Business,Tamara Liang Inc.,Ohio,Sunflower,SF303,Terracotta,7,$450.00 ,$90.00 ,"$3,060.00 ",United States
1000252,20-Jan-20,Wholesale,Business,Tamara Liang Inc.,Ohio,Rose,RS101,Prickly Wild Rose,11,$9.99 ,$2.00 ,$107.89 ,United States
1000253,20-Jan-20,Retail,Individual,Linda Ortega,Florida,Rose,RS507,White Rose of York,1,$13.99 ,$0.00 ,$13.99 ,United States
1000254,20-Jan-20,Wholesale,Business,Megan Rodriguez Inc.,Indiana,Orchid,OC208,Epidendrum Orchid,8,$167.00 ,$33.40 ,"$1,302.60 ",United States
1000255,20-Jan-20,Wholesale,Business,Alberto Ramos Inc.,Georgia,Rose,RS506,Heirloom Rose,11,$16.99 ,$3.40 ,$183.49 ,United States
1000256,20-Jan-20,Retail,Individual,Xavier Long,Texas,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1000257,20-Jan-20,Wholesale,Business,Monique Ortega LLC,Tennessee,Sunflower,SF306,Chianti,83,$250.00 ,$50.00 ,"$20,700.00 ",United States
1000258,20-Jan-20,Retail,Individual,Morgan Blue,North Carolina,Rose,RS109,Floribunda,1,$10.99 ,$0.00 ,$10.99 ,United States
1000259,20-Jan-20,Wholesale,Business,Megan Gray LLC,Mississippi,Orchid,OC602,Miltonia Orchid,3,$189.00 ,$37.80 ,$529.20 ,United States
1000260,20-Jan-20,Wholesale,Business,Sydney Cook Group,Maryland,Daisy,DS809,Eastern Purple Coneflower,5,$42.99 ,$8.60 ,$206.35 ,United States
1000261,20-Jan-20,Wholesale,Business,Jamie Liang Productions,Florida,Orchid,OC204,Cymbidium Orchid,3,$89.00 ,$17.80 ,$249.20 ,United States
1000262,20-Jan-20,Wholesale,Business,Courtney Hernandez Inc.,Minnesota,Rose,RS513,Tea Rose,10,$14.99 ,$3.00 ,$146.90 ,United States
1000263,20-Jan-20,Retail,Individual,Katherine Bryant,Massachusetts,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1000264,20-Jan-20,Wholesale,Business,Joe Torres Group,New York,Daisy,DS809,Eastern Purple Coneflower,3,$42.99 ,$8.60 ,$120.37 ,United States
1000265,20-Jan-20,Wholesale,Business,Amy Huang Group,North Carolina,Rose,RS109,Floribunda,12,$10.99 ,$2.20 ,$129.68 ,United States
1000266,21-Jan-20,Retail,Individual,Bethany Chande,Georgia,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1000267,21-Jan-20,Wholesale,Business,Seth Alexander Group,Illinois,Rose,RS504,Shining Rose,7,$12.99 ,$2.60 ,$88.33 ,United States
1000268,21-Jan-20,Retail,Individual,Wendy Alvarez,Kansas,Orchid,OC606,Vanda Orchid,1,$222.00 ,$0.00 ,$222.00 ,United States
1000269,21-Jan-20,Retail,Individual,Victoria Morris,Massachusetts,Orchid,OC607,Zygopetalum Orchid,1,$245.00 ,$0.00 ,$245.00 ,United States
1000270,21-Jan-20,Wholesale,Business,Zoe Murphy Group,Louisiana,Daisy,DS803,Curly Leaf Daisy,97,$29.99 ,$6.00 ,"$2,903.03 ",United States
1000271,21-Jan-20,Wholesale,Business,Jonathan Hill Group,Idaho,Rose,RS104,Beach Rose,5,$4.99 ,$1.00 ,$23.95 ,United States
1000272,21-Jan-20,Retail,Individual,Luke Diaz,District of Columbia,Sunflower,SF307,Moulin Rouge,1,$499.00 ,$0.00 ,$499.00 ,United States
1000273,21-Jan-20,Retail,Individual,Stephanie Collins,Michigan,Rose,RS503,Multiflora Rose,1,$24.99 ,$0.00 ,$24.99 ,United States
1000274,21-Jan-20,Retail,Individual,Krystal Hu,South Carolina,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1000275,21-Jan-20,Retail,Individual,Sarah Price,Massachusetts,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1000276,22-Jan-20,Wholesale,Business,Jorge Hu Group,Alabama,Sunflower,SF305,Ms. Mars,10,$455.00 ,$91.00 ,"$4,459.00 ",United States
1000277,22-Jan-20,Retail,Individual,Jay Romero,New York,Orchid,OC605,Psychopsis Orchid,2,$214.00 ,$0.00 ,$428.00 ,United States
1000278,22-Jan-20,Wholesale,Business,Jenny Nara Technologies,Utah,Rose,RS106,China Rose,3,$8.99 ,$1.80 ,$25.17 ,United States
1000279,22-Jan-20,Wholesale,Business,Nelson Carlson LLC,Washington,Rose,RS102,Carolina Rose,79,$8.99 ,$1.80 ,$708.41 ,United States
1000280,22-Jan-20,Wholesale,Business,Ashley Lewis LLC,Nebraska,Sunflower,SF301,Little Becka,7,$399.00 ,$79.80 ,"$2,713.20 ",United States
1000281,22-Jan-20,Wholesale,Business,Levi Arun Inc.,New York,Daisy,DS803,Curly Leaf Daisy,9,$29.99 ,$6.00 ,$263.91 ,United States
1000282,22-Jan-20,Wholesale,Business,Brianna Hughes LLC,Louisiana,Orchid,OC606,Vanda Orchid,11,$225.00 ,$45.00 ,"$2,430.00 ",United States
1000283,22-Jan-20,Wholesale,Business,Marc Ruiz Group,Delaware,Sunflower,SF306,Chianti,9,$250.00 ,$50.00 ,"$2,200.00 ",United States
1000284,22-Jan-20,Wholesale,Business,Casey Sharma LLC,South Dakota,Rose,RS104,Beach Rose,12,$4.99 ,$1.00 ,$58.88 ,United States
1000285,22-Jan-20,Wholesale,Business,Courtney Hernandez Inc.,Minnesota,Daisy,DS803,Curly Leaf Daisy,6,$29.99 ,$6.00 ,$173.94 ,United States
1000286,22-Jan-20,Wholesale,Business,Melinda Romero LLC,District of Columbia,Rose,RS110,Noisette Rose,12,$11.99 ,$2.40 ,$141.48 ,United States
1000287,22-Jan-20,Wholesale,Business,Zoe Ramirez LLC,California,Daisy,DS802,Mojave Desert Star,57,$49.95 ,$9.99 ,"$2,837.16 ",United States
1000288,23-Jan-20,Retail,Individual,Kaitlin Sanchez,District of Columbia,Daisy,DS802,Mojave Desert Star,1,$49.95 ,$0.00 ,$49.95 ,United States
1000289,23-Jan-20,Wholesale,Business,Arturo Sun Inc.,New Mexico,Daisy,DS809,Eastern Purple Coneflower,13,$42.99 ,$8.60 ,$550.27 ,United States
1000290,23-Jan-20,Wholesale,Business,Lauren Walker,Oklahoma,Orchid,OC203,Cycnoches Orchid,10,$69.00 ,$13.80 ,$676.20 ,United States
1000291,23-Jan-20,Wholesale,Business,Susan Yang,California,Orchid,OC602,Miltonia Orchid,10,$190.00 ,$38.00 ,"$1,862.00 ",United States
1000292,23-Jan-20,Wholesale,Business,Luke Adams Inc.,California,Rose,RS513,Tea Rose,6,$14.99 ,$3.00 ,$86.94 ,United States
1000293,23-Jan-20,Retail,Individual,Amanda Evans,Massachusetts,Daisy,DS804,Chrysanthemum Daisy,1,$37.99 ,$0.00 ,$37.99 ,United States
1000294,23-Jan-20,Retail,Individual,James Jai,New York,Rose,RS519,Alba Rose,1,$16.75 ,$0.00 ,$16.75 ,United States
1000295,23-Jan-20,Retail,Individual,Audrey Ramos,North Carolina,Sunflower,SF705,Suntastic Yellow,2,$684.00 ,$0.00 ,"$1,368.00 ",United States
1000296,23-Jan-20,Wholesale,Business,Chloe Nelson AITech,Arizona,Rose,RS514,Grandiflora,104,$23.99 ,$4.80 ,"$2,490.16 ",United States
1000297,23-Jan-20,Wholesale,Business,Gabriella Morris LLC,California,Orchid,OC209,Lycaste Orchid,47,$179.00 ,$35.80 ,"$8,377.20 ",United States
1000298,24-Jan-20,Wholesale,Business,Philip Carlson Group,Florida,Daisy,DS811,Ox-Eye Daisy,8,$27.50 ,$5.50 ,$214.50 ,United States
1000299,24-Jan-20,Retail,Individual,Gloria Romero,District of Columbia,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1000300,24-Jan-20,Retail,Individual,Eduardo Diaz,Florida,Orchid,OC208,Epidendrum Orchid,1,$167.00 ,$0.00 ,$167.00 ,United States
1000301,24-Jan-20,Wholesale,Business,Deanna Ramos Group,Iowa,Daisy,DS806,Shasta Daisy,5,$49.00 ,$9.80 ,$235.20 ,United States
1000302,24-Jan-20,Wholesale,Business,James Williams Inc..,California,Orchid,OC603,Paphiopedlium Orchid,9,$189.00 ,$37.80 ,"$1,663.20 ",United States
1000303,24-Jan-20,Wholesale,Business,Robyn Alvarez Educators,Ohio,Rose,RS104,Beach Rose,9,$4.99 ,$1.00 ,$43.91 ,United States
1000304,24-Jan-20,Wholesale,Business,Brett Sanchez andSons,Arizona,Daisy,DS804,Chrysanthemum Daisy,4,$37.99 ,$7.60 ,$144.36 ,United States
1000305,24-Jan-20,Wholesale,Business,Alexia Price ITInc.,Ohio,Rose,RS513,Tea Rose,12,$14.99 ,$3.00 ,$176.88 ,United States
1000306,24-Jan-20,Retail,Individual,Keith Andersen,Illinois,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1000307,24-Jan-20,Wholesale,Business,Deanna Ramos Group,Iowa,Rose,RS107,French Rose,9,$12.00 ,$2.40 ,$105.60 ,United States
1000308,25-Jan-20,Wholesale,Business,Albert Moreno andSons,Kansas,Sunflower,SF706,Firecracker,6,$883.00 ,$176.60 ,"$5,121.40 ",United States
1000309,25-Jan-20,Wholesale,Business,Amy Huang Group,North Carolina,Rose,RS104,Beach Rose,8,$4.99 ,$1.00 ,$38.92 ,United States
1000310,25-Jan-20,Wholesale,Business,Joseph Taylor Group,New York,Sunflower,SF704,Giant Sungold,12,$699.00 ,$139.80 ,"$8,248.20 ",United States
1000311,25-Jan-20,Retail,Individual,Orlando Vazquez,Kentucky,Orchid,OC602,Miltonia Orchid,1,$189.00 ,$0.00 ,$189.00 ,United States
1000312,25-Jan-20,Wholesale,Business,Amy Huang Group,North Carolina,Rose,RS521,Hybrid Musk,8,$19.50 ,$3.90 ,$152.10 ,United States
1000313,25-Jan-20,Retail,Individual,Melody Moreno,Michigan,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1000314,25-Jan-20,Wholesale,Business,Lacey Huang andSons,Arkansas,Orchid,OC605,Psychopsis Orchid,81,$214.00 ,$42.80 ,"$17,291.20 ",United States
1000315,25-Jan-20,Retail,Individual,Cedric She,Kansas,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1000316,25-Jan-20,Wholesale,Business,Frank Navarro LLC,California,Orchid,OC204,Cymbidium Orchid,9,$89.00 ,$17.80 ,$783.20 ,United States
1000317,25-Jan-20,Wholesale,Business,Eugene Zhao LLC,Texas,Orchid,OC201,Phalaenopsis Orchid,13,$54.00 ,$10.80 ,$691.20 ,United States
1000318,25-Jan-20,Retail,Individual,Larry Vazquez,North Carolina,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1000319,25-Jan-20,Retail,Individual,Curtis Lu,Pennsylvania,Orchid,OC201,Phalaenopsis Orchid,2,$54.00 ,$0.00 ,$108.00 ,United States
1000320,26-Jan-20,Wholesale,Business,Francisco Srini Inc.,Georgia,Rose,RS504,Shining Rose,6,$12.99 ,$2.60 ,$75.34 ,United States
1000321,26-Jan-20,Wholesale,Business,Chase Stewart LLC,Washington,Rose,RS104,Beach Rose,7,$4.99 ,$1.00 ,$33.93 ,United States
1000322,26-Jan-20,Retail,Individual,Jessie Cai,Ohio,Daisy,DS805,Barberton Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1000323,26-Jan-20,Retail,Individual,Alexis Diaz,Pennsylvania,Rose,RS519,Alba Rose,1,$16.75 ,$0.00 ,$16.75 ,United States
1000324,26-Jan-20,Retail,Individual,Bethany She,Ohio,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1000325,26-Jan-20,Wholesale,Business,Brenda Stone,California,Orchid,OC606,Vanda Orchid,4,$223.00 ,$44.60 ,$847.40 ,United States
1000326,26-Jan-20,Wholesale,Business,Casey Kumar Inc.,Idaho,Orchid,OC606,Vanda Orchid,63,$225.00 ,$45.00 ,"$14,130.00 ",United States
1000327,26-Jan-20,Wholesale,Business,Louis Liang Inc.,Florida,Rose,RS107,French Rose,8,$12.00 ,$2.40 ,$93.60 ,United States
1000328,26-Jan-20,Wholesale,Business,Hailey Collins Security,Missouri,Rose,RS104,Beach Rose,8,$4.99 ,$1.00 ,$38.92 ,United States
1000329,26-Jan-20,Wholesale,Business,Megan Martin LightInc..,Washington,Rose,RS104,Beach Rose,4,$4.99 ,$1.00 ,$18.96 ,United States
1000330,26-Jan-20,Wholesale,Business,Meredith Alvarez LLC,Texas,Rose,RS513,Tea Rose,11,$14.99 ,$3.00 ,$161.89 ,United States
1000331,26-Jan-20,Wholesale,Business,Jose Flores Group,Michigan,Daisy,DS811,Ox-Eye Daisy,5,$27.50 ,$5.50 ,$132.00 ,United States
1000332,26-Jan-20,Wholesale,Business,Nicholas Robinson LLC,Arizona,Rose,RS107,French Rose,9,$12.00 ,$2.40 ,$105.60 ,United States
1000333,26-Jan-20,Retail,Individual,Nathaniel Richardson,Texas,Rose,RS520,Rogusa Rose,1,$17.50 ,$0.00 ,$17.50 ,United States
1000334,27-Jan-20,Retail,Individual,Kelsey Raje,California,Rose,RS507,White Rose of York,1,$13.99 ,$0.00 ,$13.99 ,United States
1000335,27-Jan-20,Retail,Individual,Lucas King,Texas,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1000336,27-Jan-20,Wholesale,Business,Carrie Ortega Inc.,Colorado,Daisy,DS805,Barberton Daisy,6,$49.00 ,$9.80 ,$284.20 ,United States
1000337,27-Jan-20,Retail,Individual,Madison Bennett,New Jersey,Daisy,DS807,Osteospermum Daisy,1,$32.95 ,$0.00 ,$32.95 ,United States
1000338,27-Jan-20,Wholesale,Business,Jonathan Martinez Inc.,Kentucky,Orchid,OC202,Catasetum Orchid,27,$58.95 ,$11.79 ,"$1,579.86 ",United States
1000339,27-Jan-20,Wholesale,Business,Mario She Group,Utah,Daisy,DS808,Pale Purple Coneflower,4,$34.99 ,$7.00 ,$132.96 ,United States
